_id,CODIGO,DENOMINACION_GENERICA_ES,DENOMINACION_GENERICA_VAL,DENOMINACION_ESPECIFICA,DENOMINACION,REGIMEN,TIPO_VIA,DIRECCION,NUMERO,CODIGO_POSTAL,LOCALIDAD,PROVINCIA,TELEFONO,FAX,COD_EDIFICACION,LONGITUD,LATITUD,TITULARIDAD,CIF,COMARCA,URL_ES,URL_VA
592,3013467,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES CAYETANO SEMPERE,IES CAYETANO SEMPERE,PÚB.,CARRER,AVET,3,3203,ELX,ALICANTE/ALACANT,966912265,,1,-0.685785,38.262286,GENERALITAT VALENCIANA,Q5355607B,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013467,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013467
593,3013561,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE EL PARTIDOR,EI 1ER CICLE EL PARTIDOR,PÚB.,CARRER,SAN NICOLÁS,183,3801,ALCOI,ALICANTE/ALACANT,966527585,,1,-0.472949,38.692322,GENERALITAT VALENCIANA,Q5355331I,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013561,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013561
594,3013571,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE RAYUELA,EI 1ER CICLE RAYUELA,PÚB.,CARRER,CIUDAD REAL,15,3005,ALACANT,ALICANTE/ALACANT,965932520,,1,-0.500886,38.351535,GENERALITAT VALENCIANA,Q5355332G,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013571,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013571
595,3013583,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO PEÑAS BLANCAS,EI 1ER CICLO PEÑAS BLANCAS,PÚB.,CARRER,BARÍTONO ALMODÓVAR,52,3680,ASPE,ALICANTE/ALACANT,966912050,,1,-0.769043,38.341526,GENERALITAT VALENCIANA,Q5355330A,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013583,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013583
596,3013595,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO EL PUENTE,EI 1ER CICLO EL PUENTE,PÚB.,AVINGUDA,DE LA LIBERTAD,S/N,3600,ELDA,ALICANTE/ALACANT,966957490,,1,-0.793869,38.488045,GENERALITAT VALENCIANA,Q5355336H,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013595,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013595
597,3013601,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO EL MIRADOR,EI 1ER CICLO EL MIRADOR,PÚB.,CARRER,SÉNECA,S/N,3600,ELDA,ALICANTE/ALACANT,966957480,,1,-0.8047,38.478815,GENERALITAT VALENCIANA,Q5355334C,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013601,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013601
598,3013613,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE ALBORADA,EI 1ER CICLE ALBORADA,PÚB.,CARRER,MESTRE MELCHOR BOTELLA,6,3206,ELX,ALICANTE/ALACANT,966912355,,1,-0.713146,38.278702,GENERALITAT VALENCIANA,Q5355338D,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013613,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013613
599,3013625,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE AITANA,EI 1ER CICLE AITANA,PÚB.,CARRER,ALMANSA (POLÍGONO DE CARRÚS),S/N,3206,ELX,ALICANTE/ALACANT,966912040,,1,-0.717384,38.279414,GENERALITAT VALENCIANA,Q5355337F,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013625,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013625
600,3013637,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MARÍA ORTS,EI 1ER CICLE MARÍA ORTS,PÚB.,AVINGUDA,DE LABRADORES,S/N,3204,ELX,ALICANTE/ALACANT,966912035,,1,-0.705689,38.253953,GENERALITAT VALENCIANA,Q5355339B,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013637,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013637
601,3013649,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE EL SALVADOR,EI 1ER CICLE EL SALVADOR,PÚB.,CARRER,VIRGEN DE LOS DESAMPARADOS,4,3440,IBI,ALICANTE/ALACANT,966527590,,1,-0.569138,38.62475,GENERALITAT VALENCIANA,Q5355328E,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013649,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013649
602,3013650,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE EL BARRANQUET,EI 1ER CICLE EL BARRANQUET,PÚB.,CARRER,EUSEBIO SEMPERE,1,3430,ONIL,ALICANTE/ALACANT,966527595,,1,-0.678953,38.624373,GENERALITAT VALENCIANA,Q5355327G,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013650,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013650
603,3013662,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO EL PALMERAL,EI 1ER CICLO EL PALMERAL,PÚB.,AVINGUDA,DEL DOCTOR GARCÍA ROGEL,S/N,3300,ORIHUELA,ALICANTE/ALACANT,966904470,,1,-0.939265,38.091746,GENERALITAT VALENCIANA,Q5355107C,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013662,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013662
604,3013674,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO VIRGEN DE MONSERRATE,EI 1ER CICLO VIRGEN DE MONSERRATE,PÚB.,CARRER,CAPUCHINOS,3,3300,ORIHUELA,ALICANTE/ALACANT,966904465,,1,-0.952691,38.091358,GENERALITAT VALENCIANA,Q5355324D,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013674,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013674
605,3013686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO EL PARQUE,EI 1ER CICLO EL PARQUE,PÚB.,AVINGUDA,PASCUAL CARRIÓN,S/N,3630,SAX,ALICANTE/ALACANT,966957495,,1,-0.824007,38.531323,GENERALITAT VALENCIANA,Q5355325A,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013686,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013686
606,3013698,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES ANTONIO SERNA SERNA,IES ANTONIO SERNA SERNA,PÚB.,CARRER,ALCALDE ANTONIO MARTÍNEZ,15,3340,ALBATERA,ALICANTE/ALACANT,966912270,,1,-0.869907,38.185282,GENERALITAT VALENCIANA,Q5355178D,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013698,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013698
607,3013704,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES PROFESSOR MANUEL BROSETA,IES PROFESSOR MANUEL BROSETA,PÚB.,AVINGUDA,DEL TREN,22,3450,BANYERES DE MARIOLA,ALICANTE/ALACANT,966527675,,1,-0.666486,38.724074,GENERALITAT VALENCIANA,Q5355132A,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013704,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013704
608,3013716,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES IFACH,IES IFACH,PÚB.,AVINGUDA,CASA NOVA,7,3710,CALP,ALICANTE/ALACANT,966870935,,1,0.048891,38.646858,GENERALITAT VALENCIANA,Q5355417F,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013716,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013716
609,3013728,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES THIAR,IES THIAR,PÚB.,CARRER,PILAR PÉREZ AGUIRRE,16,3190,PILAR DE LA HORADADA,ALICANTE/ALACANT,966904735,,1,-0.788486,37.856986,GENERALITAT VALENCIANA,Q5355250A,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013728,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013728
610,3013741,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE BERENGUER,CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE BERENGUER,PÚB.,CARRER,JASMILER,S/N,3725,TEULADA,ALICANTE/ALACANT,965740488,965740166,1,0.104028,38.728129,NO CONSTA.,P0312800F,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013741,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013741
611,3013753,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES PASCUAL CARRIÓN,IES PASCUAL CARRIÓN,PÚB.,CARRER,FÉLIX RODRÍGUEZ DE LA FUENTE,S/N,3630,SAX,ALICANTE/ALACANT,966957310,,1,-0.824436,38.530954,GENERALITAT VALENCIANA,Q5355206C,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013753,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013753
612,3013765,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES PLAYA SAN JUAN,IES PLAYA SAN JUAN,PÚB.,AVINGUDA,SAN SEBASTIÁN,S/N,3540,ALACANT,ALICANTE/ALACANT,965936580,,1,-0.416644,38.375815,GENERALITAT VALENCIANA,Q5355596G,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013765,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013765
613,3013789,CONSERVATORIO ELEMENTAL DE DANZA,CONSERVATORI ELEMENTAL DE DANSA,CONSERVATORI ELEMENTAL DE DANSA,CONSERVATORI ELEMENTAL DE DANSA,PÚB.,CARRER,JUAN CANTÓ,2,3801,ALCOI,ALICANTE/ALACANT,965541128,,1,-0.47694,38.695509,NO CONSTA.,P0300900H,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013789,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013789
614,3013807,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,CENTRE PRIVAT D'EDUCACIÓ ESPECIAL,CEE PRIV.  ALPE,CEE PRIV.  ALPE,PRIV. CONC.,AVINGUDA,CORTES VALENCIANAS,73,3183,TORREVIEJA,ALICANTE/ALACANT,965714104,965714104,1,-0.673438,37.995368,NO CONSTA.,G03106747,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013807,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013807
615,3013819,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES DOCTOR BALMIS,IES DOCTOR BALMIS,PÚB.,CARRER,CERÁMICA,24,3010,ALACANT,ALICANTE/ALACANT,965936540,,1,-0.491263,38.361723,GENERALITAT VALENCIANA,Q5350009F,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013819,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013819
616,3013820,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA JOSÉ SEGUÍ,ESCOLA PRIVADA DE MÚSICA JOSÉ SEGUÍ,PRIV.,CARRER,SAN FRANCISCO,33,3510,CALLOSA D'EN SARRIÀ,ALICANTE/ALACANT,965881894,,1,-0.123392,38.650553,NO CONSTA.,G03957214,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013820,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013820
617,3013832,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CORAL CREVILLENTINA,ESCOLA PRIVADA DE MÚSICA CORAL CREVILLENTINA,PRIV.,PASSEIG,FONTENAY,S/N,3330,CREVILLENT,ALICANTE/ALACANT,627268355,,1,-0.809193,38.247533,NO CONSTA.,G03083458,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013832,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013832
618,3013844,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MANUEL LATTUR,ESCOLA PRIVADA DE MÚSICA MANUEL LATTUR,PRIV.,CARRER,MANUEL LATTUR,7,3700,DÉNIA,ALICANTE/ALACANT,966420600,,1,0.113178,38.839423,NO CONSTA.,G03999760,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013844,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013844
619,3013856,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL LA ARTÍSTICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL LA ARTÍSTICA,PRIV.,CARRER,MENÉNDEZ PELAYO,46,3660,NOVELDA,ALICANTE/ALACANT,965607172,,1,-0.768839,38.386662,NO CONSTA.,G03156460,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013856,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013856
620,3013868,CONSERVATORIO ELEMENTAL DE DANZA,CONSERVATORI ELEMENTAL DE DANSA,CONSERVATORI ELEMENTAL DE DANSA,CONSERVATORI ELEMENTAL DE DANSA,PÚB.,PLAÇA,DE BOUS,S/N,3502,BENIDORM,ALICANTE/ALACANT,966806795,966805004,1,-0.131053,38.545212,NO CONSTA.,P0303100B,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013868,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013868
621,3013871,CONSERVATORIO PROFESIONAL DE DANZA,CONSERVATORI PROFESSIONAL DE DANSA,CONSERVATORI PROFESSIONAL DE DANSA,CONSERVATORI PROFESSIONAL DE DANSA,PÚB.,CARRER,SALVADOR DE MADARIAGA,16,3660,NOVELDA,ALICANTE/ALACANT,965600055,,1,-0.766331,38.379847,GENERALITAT VALENCIANA,S0300137G,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013871,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013871
622,3013881,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES VICTORIA KENT,IES VICTORIA KENT,PÚB.,CARRER,JOAN FUSTER,4,3203,ELX,ALICANTE/ALACANT,966912275,,1,-0.676861,38.26787,GENERALITAT VALENCIANA,Q5355612B,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013881,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013881
623,3013893,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE DOCENT PRIVAT ESTRANGER,CENTRE ESTRANGER NEWTON COLLEGE,CENTRE ESTRANGER NEWTON COLLEGE,PRIV.,CAMÍ,"VELL ELX-ALACANT, KM. 3","",3295,ELX,ALICANTE/ALACANT,965451428,965451428,1,-0.637336,38.274036,NO CONSTA.,B84600188,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013893,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013893
624,3013901,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",CENTRE PRIVAT ALFA I OMEGA,CENTRE PRIVAT ALFA I OMEGA,PRIV.,PARTIDA,SANTA LUCÍA B,12,3700,DÉNIA,ALICANTE/ALACANT,965786472,965783610,1,0.120297,38.825303,NO CONSTA.,Q0300071H,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013901,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013901
625,3013911,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE DOCENT PRIVAT ESTRANGER,C. EXTRANJERO DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA,C. EXTRANJERO DEN NORSKE SKOLEN I ROJALES-CIUDAD QUESADA,PRIV.,AVINGUDA,DE CASTILLA,S/N,3170,ROJALES,ALICANTE/ALACANT,966719684,966719684,1,-0.726161,38.066495,NO CONSTA.,G54360946,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013911,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013911
626,3013923,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP ROMUALDO BALLESTER,CEIP ROMUALDO BALLESTER,PÚB.,URBANITZACIÓ,LOS ALTOS,S/N,3185,TORREVIEJA,ALICANTE/ALACANT,965290155,,1,-0.717223,37.955044,GENERALITAT VALENCIANA,Q5350010D,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013923,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013923
627,3013935,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,ESCOLA PRIVADA DE MÚSICA I DANSA DE L'ALFAS DEL PI,ESCOLA PRIVADA DE MÚSICA I DANSA DE L'ALFAS DEL PI,PRIV.,CARRER,CAMÍ DE LA MAR,1,3580,ALFÀS DEL PI (L'),ALICANTE/ALACANT,622149163,,1,-0.099008,38.579264,NO CONSTA.,G03102522,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013935,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013935
628,3013947,ESCUELA PÚBLICA DE MÚSICA,ESCOLA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL,E. DE MÚSICA MUNICIPAL,PÚB.,AVINGUDA,JAUME I,31,3750,PEDREGUER,ALICANTE/ALACANT,966456200,966456776,1,0.033512,38.795127,NO CONSTA.,P0310100C,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013947,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013947
629,3013959,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,PRIV.,AVINGUDA,ALACANT,23,3698,AGOST,ALICANTE/ALACANT,965691036,,1,-0.637617,38.437775,NO CONSTA.,G03980810,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013959,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013959
630,3013960,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,SAN FERNANDO,7,3793,CASTELL DE CASTELLS,ALICANTE/ALACANT,686963319,,1,-0.193197,38.725212,NO CONSTA.,G03243771,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013960,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013960
631,3013972,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ARTE MUSICAL,ESCOLA PRIVADA DE MÚSICA ARTE MUSICAL,PRIV.,CARRER,RUPERTO CHAPÍ,1,3369,RAFAL,ALICANTE/ALACANT,966752583,,1,-0.849229,38.102326,NO CONSTA.,G53302980,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013972,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013972
632,3013984,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,PRIV.,CARRER,TOMÁS ORTUÑO,8,3501,BENIDORM,ALICANTE/ALACANT,965853356,965853356,1,-0.131046,38.53702,NO CONSTA.,G03084977,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013984,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013984
633,3013996,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DE L'ATENEU MUSICAL,ESCOLA PRIVADA DE MÚSICA DE L'ATENEU MUSICAL,PRIV.,CARRER,PLA,S/N,3820,COCENTAINA,ALICANTE/ALACANT,965591759,,1,-0.440574,38.741032,NO CONSTA.,G03188679,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013996,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013996
634,3014010,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL,PRIV.,CARRER,RAFOL DE ALMUNIA,4,3780,PEGO,ALICANTE/ALACANT,965572802,,1,-0.121273,38.842052,NO CONSTA.,G03188455,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014010,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014010
635,3014022,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA LA AURORA,ESCUELA PRIVADA DE MÚSICA LA AURORA,PRIV.,CARRER,MARQUESA DOS AGUAS,4-1,3340,ALBATERA,ALICANTE/ALACANT,965486679,965485742,1,-0.869352,38.178577,NO CONSTA.,G03984721,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014022,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014022
636,3014034,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MESTRE ALFOSEA,ESCOLA PRIVADA DE MÚSICA MESTRE ALFOSEA,PRIV.,CARRER,ASTILLEROS,4,3130,SANTA POLA,ALICANTE/ALACANT,966691101,,1,-0.556141,38.190316,NO CONSTA.,G03971058,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014034,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014034
637,3014046,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,PRIV.,CARRER,NOU,36,3530,NUCIA (LA),ALICANTE/ALACANT,966897570,,1,-0.124214,38.618865,NO CONSTA.,G03130614,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014046,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014046
638,3014058,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA AMANDO BLANQUER,ESCOLA PRIVADA DE MÚSICA AMANDO BLANQUER,PRIV.,CARRER,LA CORDETA,10,3801,ALCOI,ALICANTE/ALACANT,965545418,,1,-0.472391,38.69576,NO CONSTA.,G54430863,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014058,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014058
639,3014061,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ORFEÓN VOCES CREVILLENTINAS,ESCOLA PRIVADA DE MÚSICA ORFEÓN VOCES CREVILLENTINAS,PRIV.,CARRER,BLASCO IBÁÑEZ,25,3330,CREVILLENT,ALICANTE/ALACANT,966680588,,1,-0.810305,38.248258,NO CONSTA.,G03726452,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014061,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014061
640,3014071,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA VERGE DE LA PAU,ESCOLA PRIVADA DE MÚSICA VERGE DE LA PAU,PRIV.,CARRER,CANALEJAS,8,3698,AGOST,ALICANTE/ALACANT,965692148,,1,-0.639011,38.439201,NO CONSTA.,G03984846,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014071,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014071
